9000000,3.225000
9000024,3.225000
9000048,3.225000
9000072,3.250000
9000096,3.225000
9000120,3.225000
9000144,3.225000
9000168,3.225000
9000192,3.200000
9000216,3.200000
9000240,3.200000
9000264,3.200000
9000288,3.200000
9000312,3.225000
9000336,3.125000
9000360,3.175000
9000384,3.175000
9000408,3.175000
9000432,3.175000
9000456,3.175000
9000480,3.175000
9000504,3.175000
9000528,3.175000
9000552,3.175000
9000576,3.175000
9000600,3.175000
9000624,3.175000
9000648,3.175000
9000672,3.225000
9000696,3.175000
9000720,3.175000
9000744,3.175000
9000768,3.175000
9000792,3.175000
9000816,3.175000
9000840,3.175000
9000864,3.175000
9000888,3.175000
9000912,3.125000
9000936,3.125000
9000960,3.125000
9000984,3.150000
9001008,3.150000
9001032,3.125000
9001056,3.150000
9001080,3.175000
9001104,3.175000
9001128,3.175000
9001152,3.125000
9001176,3.175000
9001200,3.175000
9001224,3.175000
9001248,3.175000
9001272,3.125000
9001296,3.125000
9001320,3.125000
9001344,3.125000
9001368,3.150000
9001392,3.125000
9001416,3.125000
9001440,3.125000
9001464,3.125000
9001488,3.125000
9001512,3.125000
9001536,3.125000
9001560,3.125000
9001584,3.125000
9001608,3.125000
9001632,3.125000
9001656,3.125000
9001680,3.125000
9001704,3.125000
9001728,3.125000
9001752,3.125000
9001776,3.125000
9001800,3.125000
9001824,3.125000
9001848,3.125000
9001872,3.125000
9001896,3.125000
9001920,3.125000
9001944,3.125000
9001968,3.125000
9001992,3.125000
9002016,3.125000
9002040,3.125000
9002064,3.125000
9002088,3.125000
9002112,3.125000
9002136,3.125000
9002160,3.125000
9002184,3.125000
9002208,3.125000
9002232,3.125000
9002256,3.125000
9002280,3.125000
9002304,3.125000
9002328,3.125000
9002352,3.125000
9002376,3.125000
9002400,3.125000
9002424,3.125000
9002448,3.125000
9002472,3.125000
9002496,3.125000
9002520,3.125000
9002544,3.125000
9002568,3.125000
9002592,3.125000
9002616,3.125000
9002640,3.125000
9002664,3.125000
9002688,3.125000
9002712,3.125000
9002736,3.125000
9002760,3.125000
9002784,3.125000
9002808,3.125000
9002832,3.125000
9002856,3.125000
9002880,3.125000
9002904,3.125000
9002928,3.125000
9002952,3.125000
9002976,3.125000
9003000,3.125000
9003024,3.125000
9003048,3.125000
9003072,3.125000
9003096,3.125000
9003120,3.125000
9003144,3.125000
9003168,3.125000
9003192,3.125000
9003216,3.125000
9003240,3.125000
9003264,3.100000
9003288,3.075000
9003312,3.125000
9003336,3.100000
9003360,3.100000
9003384,3.075000
9003408,3.075000
9003432,3.075000
9003456,3.100000
9003480,3.100000
9003504,3.075000
9003528,3.075000
9003552,3.075000
9003576,3.125000
9003600,3.125000
9003624,3.125000
9003648,3.125000
9003672,3.150000
9003696,3.175000
9003720,3.175000
9003744,3.175000
9003768,3.175000
9003792,3.175000
9003816,3.175000
9003840,3.175000
9003864,3.175000
9003888,3.175000
9003912,3.175000
9003936,3.175000
9003960,3.175000
9003984,3.175000
9004008,3.175000
9004032,3.175000
9004056,3.175000
9004080,3.175000
9004104,3.175000
9004128,3.175000
9004152,3.175000
9004176,3.175000
9004200,3.175000
9004224,3.175000
9004248,3.175000
9004272,3.175000
9004296,3.175000
9004320,3.175000
9004344,3.175000
9004368,3.175000
9004392,3.175000
9004416,3.175000
9004440,3.225000
9004464,3.200000
9004488,3.200000
9004512,3.200000
9004536,3.225000
9004560,3.225000
9004584,3.225000
9004608,3.225000
9004632,3.225000
9004656,3.225000
9004680,3.200000
9004704,3.175000
9004728,3.175000
9004752,3.200000
9004776,3.175000
9004800,3.200000
9004824,3.200000
9004848,3.200000
9004872,3.200000
9004896,3.175000
9004920,3.175000
9004944,3.175000
9004968,3.175000
9004992,3.175000
9005017,3.175000
9005041,3.175000
9005065,3.175000
9005089,3.175000
9005113,3.175000
9005137,3.175000
9005161,3.175000
9005185,3.175000
9005209,3.175000
9005233,3.175000
9005257,3.175000
9005281,3.175000
9005305,3.175000
9005329,3.175000
9005353,3.175000
9005377,3.175000
9005401,3.175000
9005425,3.175000
9005449,3.175000
9005473,3.175000
9005497,3.175000
9005521,3.175000
9005545,3.175000
9005569,3.175000
9005593,3.175000
9005617,3.175000
9005641,3.175000
9005665,3.175000
9005689,3.175000
9005713,3.225000
9005737,3.200000
9005761,3.225000
9005785,3.225000
9005809,3.225000
9005833,3.225000
9005857,3.225000
9005881,3.250000
9005905,3.225000
9005929,3.275000
9005953,3.275000
9005977,3.275000
9010001,3.275000
9010025,3.275000
9010049,3.275000
9010073,3.275000
9010097,3.250000
9010121,3.275000
9010145,3.225000
9010169,3.225000
9010193,3.225000
9010217,3.225000
9010241,3.225000
9010265,3.225000
9010289,3.225000
9010313,3.225000
9010337,3.225000
9010361,3.225000
9010385,3.225000
9010409,3.225000
9010433,3.225000
9010457,3.225000
9010481,3.225000
9010505,3.225000
9010529,3.225000
9010553,3.225000
9010577,3.225000
9010601,3.225000
9010625,3.225000
9010649,3.225000
9010673,3.225000
9010697,3.225000
9010721,3.225000
9010745,3.225000
9010769,3.225000
9010793,3.225000
9010817,3.225000
9010841,3.225000
9010865,3.225000
9010889,3.225000
9010913,3.225000
9010937,3.225000
9010961,3.225000
9010985,3.225000
9011009,3.225000
9011033,3.225000
9011057,3.225000
9011081,3.225000
9011105,3.225000
9011129,3.225000
9011153,3.225000
9011177,3.225000
9011201,3.225000
9011225,3.225000
9011249,3.225000
9011273,3.225000
9011297,3.225000
9011321,3.225000
9011345,3.275000
9011369,3.275000
9011393,3.275000
9011417,3.275000
9011441,3.275000
9011465,3.275000
9011489,3.275000
9011513,3.275000
9011537,3.275000
9011561,3.275000
9011585,3.275000
9011609,3.275000
9011633,3.275000
9011657,3.275000
9011681,3.275000
9011705,3.275000
9011729,3.275000
9011753,3.275000
9011777,3.275000
9011801,3.275000
9011825,3.250000
9011849,3.275000
9011873,3.275000
9011897,3.275000
9011921,3.275000
9011945,3.275000
9011969,3.225000
9011993,3.250000
9012017,3.275000
9012041,3.225000
9012065,3.250000
9012089,3.250000
9012113,3.275000
9012137,3.250000
9012161,3.250000
9012185,3.250000
9012209,3.250000
9012233,3.250000
9012257,3.250000
9012281,3.275000
9012305,3.275000
9012329,3.275000
9012353,3.275000
9012377,3.275000
9012401,3.275000
9012425,3.275000
9012449,3.275000
9012473,3.275000
9012497,3.275000
9012521,3.275000
9012545,3.275000
9012569,3.275000
9012593,3.275000
9012617,3.275000
9012641,3.275000
9012665,3.275000
9012689,3.275000
9012713,3.275000
9012737,3.275000
9012761,3.275000
9012785,3.275000
9012809,3.275000
9012833,3.275000
9012857,3.275000
9012881,3.275000
9012905,3.275000
9012929,3.275000
9012953,3.275000
9012977,3.225000
9013001,3.225000
9013025,3.225000
9013049,3.225000
9013073,3.225000
9013097,3.225000
9013121,3.225000
9013145,3.225000
9013169,3.225000
9013193,3.225000
9013217,3.225000
9013241,3.225000
9013265,3.225000
9013289,3.225000
9013313,3.225000
9013337,3.225000
9013361,3.225000
9013385,3.225000
9013409,3.225000
9013433,3.225000
9013457,3.225000
9013481,3.225000
9013505,3.225000
