-------------------------------------
25020,276.000000,1
25020,276.500000,26
25020,277.000000,2
25020,277.500000,20
25025,276.000000,2
25025,276.500000,52
25025,277.000000,32
25025,277.500000,127
25025,278.000000,22
25025,278.500000,55
25025,279.000000,2
25025,282.000000,11
25030,274.500000,2
25030,275.000000,1
25030,275.500000,10
25030,276.500000,1
25030,277.000000,2
25030,277.500000,96
25030,278.000000,73
25030,278.500000,147
25030,279.000000,14
25030,279.500000,98
25030,280.000000,27
25030,280.500000,66
25030,281.000000,10
25030,281.500000,34
25030,282.000000,16
25035,274.500000,59
25035,275.000000,17
25035,275.500000,65
25035,276.000000,77
25035,276.500000,17
25035,277.000000,2
25035,277.500000,20
25035,278.000000,2
25035,278.500000,11
25035,279.000000,26
25035,279.500000,171
25035,280.000000,43
25035,280.500000,214
25035,281.000000,74
25035,281.500000,235
25035,282.000000,61
25035,282.500000,49
25035,283.000000,17
25035,283.500000,11
25035,284.000000,1
25035,284.500000,5
25035,285.000000,1
25035,285.500000,3
25040,275.000000,1
25040,275.500000,5
25040,276.000000,7
25040,276.500000,154
25040,277.000000,63
25040,277.500000,89
25040,278.000000,59
25040,278.500000,57
25040,279.000000,5
25040,279.500000,16
25040,280.000000,36
25040,280.500000,122
25040,281.000000,48
25040,281.500000,206
25040,282.000000,110
25040,282.500000,243
25040,283.000000,125
25040,283.500000,83
25040,284.000000,16
25040,284.500000,126
25040,285.000000,67
25040,285.500000,47
25040,286.000000,20
25040,286.500000,14
25040,287.000000,19
25040,288.000000,1
25045,276.500000,21
25045,277.000000,11
25045,277.500000,47
25045,278.000000,3
25045,278.500000,125
25045,279.000000,97
25045,279.500000,61
25045,280.000000,21
25045,280.500000,60
25045,281.000000,8
25045,281.500000,38
25045,282.000000,15
25045,282.500000,67
25045,283.000000,30
25045,283.500000,171
25045,284.000000,38
25045,284.500000,254
25045,285.000000,21
25045,285.500000,164
25045,286.000000,33
25045,286.500000,88
25045,287.000000,9
25045,287.500000,5
25045,288.000000,4
25050,278.500000,57
25050,279.000000,3
25050,279.500000,58
25050,280.000000,25
25050,280.500000,72
25050,281.000000,9
25050,281.500000,66
25050,282.000000,15
25050,282.500000,60
25050,283.000000,39
25050,283.500000,87
25050,284.000000,25
25050,284.500000,38
25050,285.000000,11
25050,285.500000,161
25050,286.000000,14
25050,286.500000,345
25050,287.000000,87
25050,287.500000,47
25050,288.000000,35
25050,288.500000,83
25050,289.000000,21
25050,289.500000,57
25055,280.500000,39
25055,281.500000,156
25055,282.000000,2
25055,282.500000,102
25055,283.000000,25
25055,283.500000,105
25055,284.000000,16
25055,284.500000,9
25055,285.000000,1
25055,285.500000,3
25055,286.500000,41
25055,287.000000,19
25055,287.500000,90
25055,288.000000,43
25055,288.500000,212
25055,289.000000,20
25055,289.500000,229
25055,290.000000,57
25055,290.500000,59
25060,281.500000,1
25060,282.000000,22
25060,282.500000,97
25060,283.000000,1
25060,283.500000,69
25060,284.000000,29
25060,284.500000,84
25060,285.000000,51
25060,285.500000,61
25060,286.500000,56
25060,287.000000,1
25060,287.500000,42
25060,288.000000,3
25060,288.500000,125
25060,289.000000,23
25060,289.500000,184
25060,290.000000,48
25060,290.500000,169
25060,291.000000,173
25060,291.500000,94
25065,283.500000,37
25065,284.000000,21
25065,284.500000,73
25065,285.000000,2
